xpath,table,form
/ownershipDocument/derivativeTable/deriva/conversionOrExercisePrice/value,form345_derivative_holding,3
/ownershipDocument/derivativeTable/deriva/exerciseDate/value,form345_derivative_holding,3
/ownershipDocument/derivativeTable/deriva/expirationDate/value,form345_derivative_holding,3
/ownershipDocument/derivativeTable/deriva/securityTitle/value,form345_derivative_holding,3
/ownershipDocument/derivativeTable/derivativeHolding/underlyingSecurityShares/value,form345_derivative_holding,3
/ownershipDocument/derivativeTab/derivativeHolding/ownershipNature/directOrIndirectOwnership/valu,form345_derivative_holding,3
/ownershipDocument/derivativeTable/derivativeHolding/underlyingSecurity/value,form345_derivative_holding,3
/ownershipDocument/nonDerivativeTable/nonDer/securityTitle/value,form345_non_derivative_holding,3
/ownershipDocument/derivativeTable/derivativeHolding/underlyingSecurity/underl/footnoteId/@id,form345_derivative_holding,3
/ownershipDocument/derivativeSecurity/conversion/value,form345_derivative_security,3
/ownershipDocument/derivativeSecurity/ownershipNature/directO/value,form345_derivative_security,3
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/secu/value,form345_non_derivative_holding,3
/ownershipDocument/derivativeSecurity/underlyingSecurity/underly/value,form345_derivative_security,3
/ownershipDocument/derivativeTable/derivativeHolding/expi/value,form345_derivative_holding,3
/ownershipDocument/derivativeTable/derivativeHolding/conver/value,form345_derivative_holding,3
/ownershipDocument/derivativeTab/derivativeHolding/underly/underlyingSecurityShares/value,form345_derivative_holding,3
/ownershipDocument/derivativeTab/derivativeHolding/underly/underlyingSecurityTitle/value,form345_derivative_holding,3
/ownershipDocument/derivativeSecurity/expi/value,form345_derivative_security,3
/ownershipDocument/derivativeTable/derivativeHolding/exp/value,form345_derivative_holding,3
/ownershipDocument/derivativeSecurity/conve/value,form345_derivative_security,3
/ownershipDocument/derivativeSecurity/conver/value,form345_derivative_security,3
/ownershipDocument/derivativeTable/derivativeHolding/ownershipNature/na/footnoteId/@id,form345_derivative_holding,3
/ownershipDocument/derivativeTable/derivativeHolding/conversionOrExercisePrice/val,form345_derivative_holding,3
/ownershipDocument/derivativeTable/derivativeHolding/underlyingSecurity/und/value,form345_derivative_holding,3
/ownershipDocument/derivativeTable/derivativeHolding/ownershipNature/na/value,form345_derivative_holding,3
/ownershipDocument/nonDerivativeTable/non/securityTitle/value,form345_non_derivative_holding,3
/ownershipDocument/owne/signatureDate,form345_owner_signature,3
/ownershipDocument/owne/signatureName,form345_owner_signature,3
/ownershipDocument/exerciseDate/value,form345_derivative_security,3
/ownershipDocument/expirationDate/value,form345_derivative_security,3
/ownershipDocument/derivativeSecurity/ow/directOrIndirectOwnership/value,form345_derivative_security,3
/ownershipDocument/footnote/@id,form345_footnote,3
/ownershipDocument/derivativeTable/derivativeHolding/underlyingSecurity/un/value,form345_derivative_holding,3
/ownershipDocument/derivativeTable/derivativeHolding/s/value,form345_derivative_holding,3
/ownershipDocument/derivativeTable/derivativeHolding/co/value,form345_derivative_holding,3
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/s/value,form345_non_derivative_holding,3
/ownershipDocument/derivativeTab/derivativeHolding/convers/value,form345_derivative_holding,3
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/value,form345_non_derivative_holding,3
/ownershipDocument/derivativeTable/derivativeHolding/value,form345_derivative_holding,3
/ownershipDocument/signatureDate,form345_owner_signature,3
/ownershipDocument/derivativeSecurity/e/value,form345_derivative_security,3
/ownershipDocument/derivativeHolding/ownershipNature/dir/value,form345_derivative_holding,3
/ownershipDocument/derivativeTable/derivativeHolding/underlyingSecurity/underlyingSecurityShares/va,form345_derivative_holding,3
/ownershipDocument/derivativeSecurity/underlyingSecurity/underlyingSecurityShares/va,form345_derivative_security,3
/ownershipDocument/derivativeTable/derivativeHolding/exerciseDate/va,form345_derivative_holding,3
/ownershipDocument/derivativeSecurity/value,form345_derivative_security,3
/ownershipDocument/nonDerivativeSecurity/transactionAmounts/transactionShares,form345_non_derivative_security,3
/ownershipDocument/footnote,form345_footnote,3
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding/securityTitle/v,form345_non_derivative_holding,3
/ownershipDocument/nonDerivativeSecurity/securityTitle/v,form345_non_derivative_security,3
/ownershipDocument/ownerSignature,form345_owner_signature,3
/ownershipDocument/derivativeTable/derivativeHolding/expirationDate,form345_derivative_table_signature,3
/ownershipDocument/derivativeHolding/expirationDate,form345_owner_signature,3
/ownershipDocument/derivativeTable/derivativeHolding,form345_owner_signature,3
/ownershipDocument/derivativeTable/derivativeHolding/ownershipNature/directOrIndirectOwnership,form345_derivative_holding,3
/ownershipDocument/nonDerivativeTable/nonDerivativeHolding,form345_owner_signature,3
/ownershipDocument/derivativeTable/derivativeHolding/underlyingSecurity/underlyingSecurityTitle,form345_derivative_holding,3
/ownershipDocument/derivativeTable/derivativeHolding/underlyingSecurity/underlyingSecurityShares,form345_derivative_holding,3
/ownershipDocument/dateOfOriginalSubmission,form345,3/A
/ownershipDocument/documentType/noSecuritiesOwned,form345,3/A
/ownershipDocument/footnotes/footnote/footnote/@id,form345_footnote,3/A
/ownershipDocument/footnotes/footnote/footnote,form345_footnote,3/A
/ownershipDocument/footnotes/ownerSignature/signatureDate,form345_non_derivative_table_signature,3/A
/ownershipDocument/footnotes/ownerSignature/signatureName,form345_non_derivative_table_signature,3/A
/ownershipDocument/derivativeSecurity/underlyingSecurity/u/value,form345_derivative_security,3/A
/ownershipDocument/ownerSignature/sign,form345_owner_signature,3/A
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/nonDerivativeTransaction/ownershipNature/directOrIndirectOwnership/value,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/nonDerivativeTransaction/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/nonDerivativeTransaction/transactionAmounts/transactionPricePerShare/value,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/nonDerivativeTransaction/transactionAmounts/transactionShares/value,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/nonDerivativeTransaction/securityTitle/value,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/nonDerivativeTransaction/transactionCoding/transactionFormType,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/nonDerivativeTransaction/transactionDate/value,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/nonDerivativeTransaction/transactionAmounts/transactionAcquiredDisposedCode/value,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/nonDerivativeTransaction/transactionCoding/equitySwapInvolved,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/nonDerivativeTransaction/nonDerivativeTransaction/transactionCoding/transactionCode,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/footnotes/footnote/@id,form345_footnote,4
/ownershipDocument/nonDerivativeTable/footnotes/footnote,form345_derivative_footnote,4
/ownershipDocument/derivativeTable/underlyingSecurity/underlyingSecurityTitle/value,form345_derivative_holding,4
/ownershipDocument/nonDerivativeSecurity/transactionTimeliness/footnoteId/@id,form345_derivative_transaction,4
/ownershipDocument/derivativeTable/underlyingSecurity/underlyingSecurityShares/value,form345_derivative_holding,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/securityTitle/value,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/transactionCoding/transactionCode,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/transactionCoding/transactionFormType,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/transactionAmounts/transactionShares/value,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/transactionDate/value,form345_derivative_transaction,4
/ownershipDocument/ownershipNature/directOrIndirectOwnership/value,form345_derivative_security,4
/ownershipDocument/nonDerivativeSecurity/postTransactionAmounts/valueOwnedFollowingTransaction/footnoteId/@id,form345_non_derivative_security,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/expirationDate/value,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/transactionCoding/equitySwapInvolved,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/transactionAmounts/transactionAcquiredDisposedCode/value,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/transactionAmounts/transactionPricePerShare/value,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/transactionAmounts/transactionShares/value,form345_non_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/transactionAmounts/transactionAcquiredDisposedCode/value,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/underlyingSecurity/underlyingSecurityTitle/value,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/conversionOrExercisePrice/value,form345_derivative_transaction,4
/ownershipDocument/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_security,4
/ownershipDocument/derivativeTable/expirationDate/value,form345_derivative_holding,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/ownershipNature/directOrIndirectOwnership/value,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/transactionAmounts/transactionPricePerShare/value,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeTable/derivativeTable/derivativeTransaction/underlyingSecurity/underlyingSecurityShares/value,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeHolding/ownershipNature/directOrIndirectOwnership/value,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeHolding/securityTitle/value,form345_non_derivative_holding,4
/ownershipDocument/derivativeTransaction/transactionDate/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTransaction/transactionAmounts/transactionShares/value,form345_derivative_transaction,4
/ownershipDocument/nonDerivativeHolding/ownershipNature/natureOfOwnership/value,form345_non_derivative_holding,4
/ownershipDocument/nonDerivativeHolding/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_non_derivative_holding,4
/ownershipDocument/derivativeTransaction/conversionOrExercisePrice/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTransaction/securityTitle/value,form345_derivative_transaction,4
/ownershipDocument/derivativeTransaction/transactionCoding/equitySwapInvolved,form345_derivative_transaction,4
/ownershipDocument/derivativeTransaction/transactionCoding/transactionFormType,form345_derivative_transaction,4
/ownershipDocument/derivativeHolding/postTransactionAmounts/sharesOwnedFollowingTransaction/value,form345_derivative_holding,4
/ownershipDocument/derivativeHolding/underlyingSecurity/underlyingSecurityShares/value,form345_derivative_holding,4
